,date,new_cases,new_deaths,new_tests,total_cases,total_deaths,IFR^,Percent Positivity,Positivity Standardized Cases,Mortality Standardized Cases,Mortality Standardized Total,Estimated Percent Infected
29331,2020-06-14,25540.0,767.0,482888.0,2074526.0,115436.0,5.564451831406307,5.289011116449363,54032.53756564669,61360.0,9234880.0,2.7899716463596738
29332,2020-06-15,19543.0,296.0,435160.0,2094069.0,115732.0,5.526656475980495,4.49099181910102,35106.9812482765,23680.0,9258560.0,2.7971256676989653
29333,2020-06-16,19957.0,395.0,463137.0,2114026.0,116127.0,5.493168012124733,4.309092126087961,34398.62062413497,31600.0,9290160.0,2.806672419148358
29334,2020-06-17,23705.0,836.0,487157.0,2137731.0,116963.0,5.47136192533111,4.86598776164563,46139.295955923866,66880.0,9357040.0,2.8268776956336548
29335,2020-06-18,25559.0,754.0,513906.0,2163290.0,117717.0,5.441572789593628,4.9734776398796665,50846.84599907376,60320.0,9417360.0,2.845101114856039
29336,2020-06-19,27762.0,717.0,569490.0,2191052.0,118434.0,5.405348663564351,4.874888057735869,54134.65690354528,57360.0,9474720.0,2.8624302814110125
29337,2020-06-20,29909.0,678.0,567193.0,2220961.0,119112.0,5.363083818221032,5.273160987529818,63085.98879041172,54240.0,9528960.0,2.8788168573165516
29338,2020-06-21,34158.0,607.0,512828.0,2255119.0,119719.0,5.308766410996492,6.660712753593797,91006.65049490277,48560.0,9577520.0,2.893487434860302
29339,2020-06-22,25793.0,256.0,462378.0,2280912.0,119975.0,5.259957420540555,5.578336339531726,57552.81168221672,20480.0,9598000.0,2.8996746965591487
29340,2020-06-23,31390.0,427.0,499595.0,2312302.0,120402.0,5.207018806366989,6.283089302334892,78890.4692801169,34160.0,9632160.0,2.909994855720897
29341,2020-06-24,34720.0,826.0,511135.0,2347022.0,121228.0,5.165183794612918,6.792725992154715,94337.37857904469,66080.0,9698240.0,2.9299584422960825
29342,2020-06-25,34339.0,751.0,635891.0,2381361.0,121979.0,5.122238921356317,5.400139332055336,74174.15380937928,60080.0,9758320.0,2.9481093545454335
29343,2020-06-26,40949.0,2437.0,601962.0,2422310.0,124416.0,5.136254236658396,6.802588867735837,111423.68461796592,194960.0,9953280.0,3.0070091856395336
29344,2020-06-27,45527.0,623.0,602866.0,2467837.0,125039.0,5.066744683704799,7.551761087870274,137523.61081898797,49840.0,10003120.0,3.0220664670394615
29345,2020-06-28,42486.0,500.0,586643.0,2510323.0,125539.0,5.000910241431082,7.242223976080853,123077.25113910844,40000.0,10043120.0,3.0341509625450214
29346,2020-06-29,38673.0,265.0,631715.0,2548996.0,125804.0,4.935433402013969,6.12190623936427,94700.99199797376,21200.0,10064320.0,3.0405557451629686
29347,2020-06-30,41556.0,336.0,633945.0,2590552.0,126140.0,4.869232503342917,6.555142796299364,108962.20561720655,26880.0,10091200.0,3.048676526142705
29348,2020-07-01,43880.0,1270.0,633282.0,2634432.0,127410.0,4.8363366372713354,6.928982664910735,121617.50373451322,101600.0,10192800.0,3.0793711447268275
29349,2020-07-02,52048.0,652.0,663376.0,2686480.0,128062.0,4.7669068818677225,7.845927498130774,163345.93376908422,52160.0,10244960.0,3.095129326866078
29350,2020-07-03,53399.0,678.0,721440.0,2739879.0,128740.0,4.698747645425218,7.4017243291195385,158097.87098026168,54240.0,10299200.0,3.1115159027716173
29351,2020-07-04,54442.0,694.0,642231.0,2794321.0,129434.0,4.632037622019804,8.477012165404659,184602.19852358417,55520.0,10354720.0,3.128289182533335
29352,2020-07-05,45221.0,242.0,656908.0,2839542.0,129676.0,4.566792813770672,6.883916773733917,124519.0401700086,19360.0,10374080.0,3.134138078358026
29353,2020-07-06,49093.0,271.0,519951.0,2888635.0,129947.0,4.498560738895707,9.441851251367918,185411.52139336208,21680.0,10395760.0,3.1406878749220395
29354,2020-07-07,49990.0,359.0,633221.0,2938625.0,130306.0,4.434250712493087,7.8945581400490505,157859.58456842083,28720.0,10424480.0,3.1493645426950314
29355,2020-07-08,57473.0,1174.0,626670.0,2996098.0,131480.0,4.388374479072446,9.17117462141159,210837.9676065553,93920.0,10518400.0,3.177738938142087
29356,2020-07-09,58906.0,829.0,700380.0,3055004.0,132309.0,4.3308944931005,8.410577115280276,198173.38222107996,66320.0,10584720.0,3.197775031690305
29357,2020-07-10,63004.0,982.0,823375.0,3118008.0,133291.0,4.274876780303321,7.651920449369971,192840.63839684226,78560.0,10663280.0,3.2215089808632253
29358,2020-07-11,66625.0,806.0,635437.0,3184633.0,134097.0,4.210752070960766,10.48491038450704,279422.86174711265,64480.0,10727760.0,3.240989187618189
29359,2020-07-12,63051.0,717.0,727318.0,3247684.0,134814.0,4.151081201249875,8.668972856439687,218634.9630285515,57360.0,10785120.0,3.258318354173162
29360,2020-07-13,57258.0,391.0,722099.0,3304942.0,135205.0,4.090994637727379,7.929383644070966,181608.25947688616,31280.0,10816400.0,3.2677684296585094
29361,2020-07-14,58114.0,400.0,760282.0,3363056.0,135605.0,4.032195717228616,7.643742716518344,177683.3856910988,32000.0,10848400.0,3.277436026062958
29362,2020-07-15,68518.0,861.0,756470.0,3431574.0,136466.0,3.976775672038545,9.057596467804407,248243.35791240894,68880.0,10917280.0,3.2982455273235325
